/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/center_2021_05_25_20_31_17_589.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/left_2021_05_25_20_31_17_589.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/right_2021_05_25_20_31_17_589.jpg,0,0,0,7.763877
/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/center_2021_05_25_20_31_17_662.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/left_2021_05_25_20_31_17_662.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/right_2021_05_25_20_31_17_662.jpg,0,0,0,7.717469
/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/center_2021_05_25_20_31_17_738.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/left_2021_05_25_20_31_17_738.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/right_2021_05_25_20_31_17_738.jpg,0,0,0,7.656028
/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/center_2021_05_25_20_31_17_809.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/left_2021_05_25_20_31_17_809.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/right_2021_05_25_20_31_17_809.jpg,0,0,0,7.595087
/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/center_2021_05_25_20_31_17_881.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/left_2021_05_25_20_31_17_881.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/right_2021_05_25_20_31_17_881.jpg,0,0,0,7.549635
/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/center_2021_05_25_20_31_17_955.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/left_2021_05_25_20_31_17_955.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/right_2021_05_25_20_31_17_955.jpg,0,0,0,7.489296
/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/center_2021_05_25_20_31_18_026.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/left_2021_05_25_20_31_18_026.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/right_2021_05_25_20_31_18_026.jpg,0,0,0,7.429354
/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/center_2021_05_25_20_31_18_095.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/left_2021_05_25_20_31_18_095.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/right_2021_05_25_20_31_18_095.jpg,0,0,0,7.384528
/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/center_2021_05_25_20_31_18_161.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/left_2021_05_25_20_31_18_161.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/right_2021_05_25_20_31_18_161.jpg,0,0,0,7.339921
/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/center_2021_05_25_20_31_18_238.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/left_2021_05_25_20_31_18_238.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/right_2021_05_25_20_31_18_238.jpg,0,0,0,7.280933
/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/center_2021_05_25_20_31_18_307.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/left_2021_05_25_20_31_18_307.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/right_2021_05_25_20_31_18_307.jpg,0,0,0,7.222416
/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/center_2021_05_25_20_31_18_386.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/left_2021_05_25_20_31_18_386.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/right_2021_05_25_20_31_18_386.jpg,0,0,0,7.164371
/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/center_2021_05_25_20_31_18_462.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/left_2021_05_25_20_31_18_462.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/right_2021_05_25_20_31_18_462.jpg,0,0,0,7.121142
/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/center_2021_05_25_20_31_18_541.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/left_2021_05_25_20_31_18_541.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/right_2021_05_25_20_31_18_541.jpg,0,0.1164565,0,7.113313
/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/center_2021_05_25_20_31_18_618.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/left_2021_05_25_20_31_18_618.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/examples/IMG/right_2021_05_25_20_31_18_618.jpg,0,0.3519866,0,7.326563
